,ISO_A3
13172,FIN
13173,FIN
13174,DNK
13175,USA
13176,DNK
13177,DEU
13178,DEU
13179,BEL
13180,GBR
13181,GBR
13182,GBR
13183,USA
13184,DEU
13185,CHE
13186,JAM
13187,JAM
13188,JAM
13189,DEU
13190,DEU
13191,DEU
13192,DEU
13193,DEU
13194,CZE
13195,FRA
13196,FRA
13197,USA
13198,USA
13199,USA
13200,USA
13201,USA
13202,USA
13203,USA
13204,USA
13205,USA
13206,USA
13207,USA
13208,CAN
13209,USA
13210,IDN
13211,USA
13212,NLD
13213,NLD
13214,DEU
13215,DEU
13216,NLD
13217,NOR
13218,NOR
13219,NOR
13220,USA
13221,BEL
13222,BEL
13223,DEU
13224,DEU
13225,DEU
13226,DEU
13227,DEU
13228,DEU
13229,DEU
13230,DEU
13231,CAN
13232,GBR
13233,GBR
13234,DEU
13235,USA
13236,USA
13237,USA
13238,USA
13239,USA
13240,USA
13241,USA
13242,USA
13243,DEU
13244,NLD
13245,BEL
13246,USA
13247,USA
13248,DEU
13249,DEU
13250,DEU
13251,USA
13252,USA
13253,CAN
13254,DEU
13255,DEU
13256,SWE
13257,SWE
13258,SWE
13259,SWE
13260,DEU
13261,DEU
13262,DEU
13263,DEU
13264,DEU
13265,AUS
13266,AUS
13267,NOR
13268,DNK
13269,DNK
13270,SWE
13271,FRA
13272,CHL
13273,ESP
13274,ESP
13275,COL
13276,GBR
13277,AUS
13278,USA
13279,USA
13280,USA
13281,USA
13282,FRA
13283,FRA
13284,FRA
13285,FRA
13286,USA
13287,AUS
13288,AUS
13289,AUS
13290,USA
13291,USA
13292,GBR
13293,GBR
13294,JAM
13295,DEU
13296,DEU
13297,CAN
13298,USA
13299,USA
13300,DEU
13301,FIN
13302,DEU
13303,KOR
13304,KOR
13305,KOR
13306,KOR
13307,AUS
13308,AUS
13309,DEU
13310,AUS
13311,DEU
13312,GBR
13313,DEU
13314,ZAF
13315,CAN
13316,DEU
13317,AUT
13318,FRA
13319,HUN
13320,CZE
13321,PER
13322,DEU
13323,FRA
13324,CHE
13325,DEU
13326,DNK
13327,USA
13328,CZE
13329,FRA
13330,FRA
13331,USA
13332,DEU
13333,BEL
13334,BEL
13335,BEL
13336,NOR
13337,ESP
13338,CUB
13339,CUB
13340,CUB
13341,CUB
13342,CUB
13343,ESP
13344,MEX
13345,CUB
13346,CUB
13347,CUB
13348,USA
13349,USA
13350,ARG
13351,ARG
13352,ARG
13353,ESP
13354,USA
13355,MEX
13356,CUB
13357,CUB
13358,MEX
13359,VEN
13360,CUB
13361,CUB
13362,CUB
13363,CUB
13364,BRA
13365,ESP
13366,HUN
13367,DEU
13368,FRA
13369,FRA
13370,NOR
13371,NOR
13372,CUB
13373,CUB
13374,ARG
13375,CUB
13376,MEX
13377,ESP
13378,CUB
13379,CUB
13380,USA
13381,GBR
13382,DEU
13383,DEU
13384,DEU
13385,ARG
13386,ITA
13387,DEU
13388,AUT
13389,AUT
13390,CAN
13391,CAN
13392,NOR
13393,NOR
13394,FRA
13395,DNK
13396,FRA
13397,DEU
13398,DEU
13399,DEU
13400,DEU
13401,DEU
13402,CHE
13403,USA
13404,DEU
13405,DEU
13406,SWE
13407,USA
13408,USA
13409,GBR
13410,GBR
13411,HUN
13412,HUN
13413,NOR
13414,NOR
13415,DEU
13416,DEU
13417,DEU
13418,DEU
13419,DEU
13420,DEU
13421,DEU
13422,AUS
13423,FRA
13424,USA
13425,DEU
13426,DEU
13427,DEU
13428,DEU
13429,DEU
13430,CHE
13431,DEU
13432,HUN
13433,HUN
13434,AUS
13435,CAN
13436,BEL
13437,SWE
13438,DEU
13439,FRA
13440,CAN
13441,CAN
13442,CAN
13443,CAN
13444,ZAF
13445,ZAF
13446,ZAF
13447,CAN
13448,GBR
13449,AUS
13450,USA
13451,USA
13452,USA
13453,USA
13454,AUS
13455,AUS
13456,USA
13457,USA
13458,IDN
13459,HUN
13460,NLD
13461,DEU
13462,DEU
13463,FIN
13464,FIN
13465,FIN
13466,FIN
13467,FIN
13468,FRA
13469,FRA
13470,FRA
13471,GBR
13472,GBR
13473,AUS
13474,CAN
13475,JPN
13476,FIN
13477,NOR
13478,GBR
13479,DEU
13480,ITA
13481,ITA
13482,ITA
13483,DEU
13484,DEU
13485,CZE
13486,CZE
13487,DEU
13488,DEU
13489,GBR
13490,GBR
13491,GBR
13492,AUS
13493,GBR
13494,GBR
13495,BMU
13496,AUS
13497,AUS
13498,USA
13499,GBR
13500,USA
13501,AUS
13502,USA
13503,GBR
13504,GBR
13505,USA
13506,USA
13507,USA
13508,USA
13509,GBR
13510,AUS
13511,NLD
13512,SWE
13513,USA
13514,USA
13515,USA
13516,USA
13517,USA
13518,DEU
13519,DEU
13520,USA
13521,GBR
13522,BRA
13523,NOR
13524,DEU
13525,USA
13526,GBR
13527,IND
13528,GBR
13529,GBR
13530,GBR
13531,SWE
13532,SWE
13533,SWE
13534,DEU
13535,USA
13536,CAN
13537,USA
13538,USA
13539,USA
13540,USA
13541,USA
13542,CHE
13543,DEU
13544,DEU
13545,DEU
13546,DEU
13547,HRV
13548,HRV
13549,DEU
13550,DEU
13551,AUT
13552,AUT
13553,DEU
13554,DEU
13555,AUT
13556,USA
13557,JPN
13558,JPN
13559,JPN
13560,JPN
13561,JPN
13562,JPN
13563,JPN
13564,JPN
13565,JPN
13566,USA
13567,USA
13568,USA
13569,JPN
13570,GBR
13571,JPN
13572,JPN
13573,CAN
13574,SWE
13575,AUT
13576,DEU
13577,DEU
13578,DEU
13579,AUT
13580,AUT
13581,DEU
13582,FIN
13583,FIN
13584,GBR
13585,GBR
13586,GBR
13587,GBR
13588,MAR
13589,USA
13590,GBR
13591,JPN
13592,USA
13593,SWE
13594,SWE
13595,SWE
13596,NOR
13597,NOR
13598,CZE
13599,UKR
13600,CZE
13601,CZE
13602,RUS
13603,CAN
13604,AZE
13605,CZE
13606,PRK
13607,USA
13608,VNM
13609,VNM
13610,VNM
13611,GBR
13612,USA
13613,USA
13614,DEU
13615,USA
13616,RUS
13617,FRA
13618,AUT
13619,FRA
13620,FRA
13621,AUT
13622,SVK
13623,SVK
13624,SVK
13625,SVK
13626,SVK
13627,SVK
13628,SVK
13629,SVK
13630,DEU
13631,DEU
13632,DEU
13633,FIN
13634,AUS
13635,USA
13636,USA
13637,GBR
13638,GBR
13639,GBR
13640,AUS
13641,CAN
13642,CAN
13643,HUN
13644,HUN
13645,DEU
13646,NLD
13647,FRA
13648,DEU
13649,USA
13650,USA
13651,USA
13652,NLD
13653,USA
13654,BEL
13655,BEL
13656,BEL
13657,ITA
13658,CHE
13659,CHE
13660,CHE
13661,DNK
13662,USA
13663,USA
13664,USA
13665,DEU
13666,DEU
13667,USA
13668,USA
13669,DEU
13670,BEL
13671,BEL
13672,USA
13673,CHE
13674,DEU
13675,DEU
13676,HUN
13677,AUT
13678,AUT
13679,DEU
13680,DEU
13681,DEU
13682,DEU
13683,DEU
13684,DEU
13685,DEU
13686,DEU
13687,DEU
13688,DEU
13689,DEU
13690,DEU
13691,DNK
13692,DNK
13693,DEU
13694,DEU
13695,DEU
13696,NOR
13697,NOR
13698,DEU
13699,DEU
13700,DEU
13701,DEU
13702,NLD
13703,DEU
13704,DEU
13705,DEU
13706,CZE
13707,DEU
13708,CHE
13709,DEU
13710,DEU
13711,AUT
13712,DEU
13713,DEU
13714,NLD
13715,AUS
13716,AUS
13717,USA
13718,USA
13719,USA
13720,SWE
13721,SWE
13722,NOR
13723,NOR
13724,DEU
13725,USA
13726,USA
13727,USA
13728,USA
13729,SWE
13730,DEU
13731,DEU
13732,DEU
13733,DEU
13734,SWE
13735,NOR
13736,NOR
13737,NOR
13738,NOR
13739,NOR
13740,USA
13741,USA
13742,USA
13743,HUN
13744,USA
13745,DEU
13746,DEU
13747,CZE
13748,CZE
13749,CZE
13750,CZE
13751,ESP
13752,GBR
13753,GBR
13754,GBR
13755,GBR
13756,CZE
13757,CZE
13758,CZE
13759,CZE
13760,CZE
13761,USA
13762,GBR
13763,NZL
13764,AUS
13765,GBR
13766,AUS
13767,CAN
13768,NZL
13769,CAN
13770,CAN
13771,DEU
13772,DEU
13773,AUT
13774,AUT
13775,AUT
13776,AUT
13777,DNK
13778,USA
13779,DNK
13780,DNK
13781,NOR
13782,SWE
13783,SWE
13784,SWE
13785,SWE
13786,SWE
13787,SWE
13788,GBR
13789,GBR
13790,GBR
13791,NOR
13792,NOR
13793,NOR
13794,NOR
13795,NOR
13796,NOR
13797,SWE
13798,SWE
13799,SWE
13800,SWE
13801,SWE
13802,SWE
13803,VIR
13804,NOR
13805,SWE
13806,DEU
13807,SWE
13808,SWE
13809,SWE
13810,SWE
13811,SWE
13812,SWE
13813,GBR
13814,GBR
13815,GBR
13816,GBR
13817,GBR
13818,GBR
13819,GBR
13820,GBR
13821,GBR
13822,GBR
13823,SWE
13824,SWE
13825,SWE
13826,SWE
13827,NOR
13828,SWE
13829,SWE
13830,SWE
13831,HUN
13832,NLD
13833,NLD
13834,SWE
13835,SWE
13836,SWE
13837,DNK
13838,GBR
13839,GBR
13840,USA
13841,AUS
13842,NOR
13843,NOR
13844,DEU
13845,HUN
13846,RUS
13847,RUS
13848,RUS
13849,RUS
13850,RUS
13851,USA
13852,USA
13853,USA
13854,USA
13855,USA
13856,DEU
13857,DEU
13858,CHE
13859,CHE
13860,CHE
13861,CHE
13862,ESP
13863,ESP
13864,USA
13865,ROU
13866,ROU
13867,ROU
13868,ROU
13869,USA
13870,GBR
13871,USA
13872,USA
13873,NLD
13874,DEU
13875,HUN
13876,HUN
13877,HUN
13878,ARG
13879,UKR
13880,UKR
13881,UKR
13882,UKR
13883,AUS
13884,USA
13885,KOR
13886,KOR
13887,KOR
13888,KOR
13889,KOR
13890,KOR
13891,PRK
13892,FIN
13893,BRA
13894,FRA
13895,CZE
13896,UKR
13897,UKR
13898,CAN
13899,GBR
13900,NLD
13901,NLD
13902,NLD
13903,USA
13904,AUS
13905,USA
13906,AUS
13907,USA
13908,AUS
13909,USA
13910,USA
13911,GBR
13912,DEU
13913,DEU
13914,DEU
13915,DEU
13916,DEU
13917,DEU
13918,DEU
13919,DEU
13920,DEU
13921,DEU
13922,DEU
13923,FRA
13924,CZE
13925,CZE
13926,RUS
13927,RUS
13928,GBR
13929,GBR
13930,AUS
13931,CZE
13932,CZE
13933,GBR
13934,JPN
13935,USA
13936,CZE
13937,JPN
13938,HUN
13939,HUN
13940,DEU
13941,DEU
13942,CAN
13943,NOR
13944,NOR
13945,DEU
13946,USA
13947,DEU
13948,DEU
13949,DEU
13950,SWE
13951,DEU
13952,CAN
13953,GBR
13954,DEU
13955,DEU
13956,DEU
13957,DEU
13958,DEU
13959,AUT
13960,AUT
13961,DEU
13962,DEU
13963,AUS
13964,PER
13965,RUS
13966,RUS
13967,RUS
13968,RUS
13969,RUS
13970,RUS
13971,RUS
13972,USA
13973,USA
13974,GBR
13975,GBR
13976,USA
13977,DEU
13978,CUB
13979,BRA
13980,USA
13981,USA
13982,USA
13983,USA
13984,AUS
13985,HRV
13986,HUN
13987,HUN
13988,ROU
13989,HUN
13990,HUN
13991,HUN
13992,SWE
13993,HUN
13994,HUN
13995,HUN
13996,HUN
13997,HUN
13998,POL
13999,JPN
14000,JPN
14001,USA
14002,GBR
14003,GBR
14004,GBR
14005,HUN
14006,JPN
14007,JPN
14008,AUT
14009,AUT
14010,AUT
14011,HUN
14012,HUN
14013,HUN
14014,HUN
14015,FRA
14016,FRA
14017,FRA
14018,FRA
14019,UKR
14020,DEU
14021,DEU
14022,DEU
14023,CHN
14024,CHN
14025,CHN
14026,DEU
14027,BEL
14028,USA
14029,FRA
14030,ZAF
14031,USA
14032,USA
14033,GBR
14034,GBR
14035,GBR
14036,USA
14037,USA
14038,FRA
14039,NLD
14040,CAN
14041,GBR
14042,GBR
14043,AUT
14044,USA
14045,USA
14046,USA
14047,USA
14048,AUS
14049,USA
14050,NLD
14051,GBR
14052,RUS
14053,FIN
14054,UKR
14055,DEU
14056,USA
14057,USA
14058,CAN
14059,CAN
14060,GBR
14061,CAN
14062,USA
14063,USA
14064,USA
14065,USA
14066,USA
14067,GBR
14068,AUS
14069,USA
14070,GBR
14071,JAM
14072,CAN
14073,USA
14074,USA
14075,USA
14076,USA
14077,AUS
14078,GBR
14079,GBR
14080,AUS
14081,AUS
14082,AUS
14083,AUS
14084,GBR
14085,GBR
14086,GBR
14087,GBR
14088,GBR
14089,GBR
14090,GBR
14091,FRA
14092,FRA
14093,DEU
14094,USA
14095,GBR
14096,JPN
14097,DNK
14098,DNK
14099,DNK
14100,NOR
14101,DNK
14102,UKR
14103,CZE
14104,CZE
14105,AUT
14106,AUT
14107,CZE
14108,CZE
14109,CZE
14110,CZE
14111,CZE
14112,CZE
14113,HRV
14114,RUS
14115,CZE
14116,UKR
14117,UKR
14118,TWN
14119,TWN
14120,AZE
14121,CHN
14122,CHN
14123,CHN
14124,CHN
14125,CHN
14126,CHN
14127,CHN
14128,TWN
14129,TWN
14130,TWN
14131,CHN
14132,CHN
14133,CHN
14134,CHN
14135,CHN
14136,CHN
14137,CHN
14138,CHN
14139,CHN
14140,CHN
14141,CHN
14142,CHN
14143,TWN
14144,CHN
14145,CHN
14146,CHN
14147,CHN
14148,CHN
14149,CHN
14150,CHN
14151,CHN
14152,CHN
14153,CHN
14154,CHN
14155,CHE
14156,CHE
14157,CZE
14158,USA
14159,USA
14160,USA
14161,GBR
14162,CHE
14163,DEU
14164,ITA
14165,ITA
14166,DEU
14167,AUT
14168,FRA
14169,FIN
14170,FIN
14171,ITA
14172,ITA
14173,FIN
14174,DEU
14175,DEU
14176,DEU
14177,ITA
14178,NLD
14179,NLD
14180,NLD
14181,DEU
14182,DEU
14183,DEU
14184,CZE
14185,CAN
14186,DEU
14187,USA
14188,USA
14189,AUS
14190,CZE
14191,CAN
14192,USA
14193,USA
14194,USA
14195,USA
14196,CAN
14197,USA
14198,AUS
14199,AUS
14200,AUS
14201,MEX
14202,FRA
14203,USA
14204,USA
14205,DEU
14206,DEU
14207,DEU
14208,DEU
14209,CHE
14210,CHE
14211,ZWE
14212,CAN
14213,CAN
14214,CAN
14215,CAN
14216,CAN
14217,CAN
14218,GBR
14219,GBR
14220,USA
14221,USA
14222,GBR
14223,GBR
14224,CAN
14225,GBR
14226,USA
14227,FRA
14228,FRA
14229,NOR
14230,DEU
14231,FIN
14232,FIN
14233,FIN
14234,FIN
14235,FIN
14236,FIN
14237,FIN
14238,FIN
14239,FIN
14240,CHN
14241,USA
14242,USA
14243,NLD
14244,NLD
14245,NLD
14246,BRA
14247,USA
14248,FIN
14249,DEU
14250,DEU
14251,SWE
14252,SWE
14253,SWE
14254,SWE
14255,GBR
14256,GBR
14257,GBR
14258,USA
14259,CZE
14260,USA
14261,USA
14262,GBR
14263,GBR
14264,GBR
14265,GBR
14266,CAN
14267,CAN
14268,NOR
14269,CHE
14270,CHE
14271,DEU
14272,DEU
14273,DEU
14274,DEU
14275,DEU
14276,DEU
14277,CAN
14278,HUN
14279,GBR
14280,GBR
14281,USA
14282,GBR
14283,GBR
14284,USA
14285,GBR
14286,GBR
14287,GBR
14288,CAN
14289,USA
14290,USA
14291,ZAF
14292,NZL
14293,USA
14294,GBR
14295,GBR
14296,USA
14297,USA
14298,CHN
14299,FIN
14300,SVK
14301,CAN
14302,CAN
14303,RUS
14304,RUS
14305,RUS
14306,CAN
14307,USA
14308,USA
14309,USA
14310,USA
14311,USA
14312,USA
14313,USA
14314,CHE
14315,CHE
14316,FIN
14317,ROU
14318,CAN
14319,NZL
14320,NZL
14321,DEU
14322,FRA
14323,DEU
14324,DEU
14325,RUS
14326,IND
14327,PAK
14328,PAK
14329,PAK
14330,PAK
14331,PAK
14332,IND
14333,PAK
14334,PAK
14335,PAK
14336,USA
14337,USA
14338,DEU
14339,DNK
14340,DEU
14341,DEU
14342,DEU
14343,USA
14344,USA
14345,FRA
14346,DEU
14347,DEU
14348,GBR
14349,GBR
14350,RUS
14351,RUS
14352,RUS
14353,RUS
14354,USA
14355,USA
14356,CAN
14357,GBR
14358,RUS
14359,FIN
14360,BEL
14361,BEL
14362,BEL
14363,BEL
14364,CAN
14365,CAN
14366,RUS
14367,DNK
14368,UKR
14369,KOR
14370,KOR
14371,KOR
14372,KOR
14373,PRK
14374,KOR
14375,KOR
14376,KOR
14377,KOR
14378,PRK
14379,KOR
14380,KOR
14381,KOR
14382,KOR
14383,KOR
14384,KOR
14385,CZE
14386,USA
14387,SWE
14388,GBR
14389,GBR
14390,GBR
14391,GBR
14392,USA
14393,USA
14394,CAN
14395,GBR
14396,BRA
14397,USA
14398,FIN
14399,FIN
14400,FIN
14401,FIN
14402,FIN
14403,RUS
14404,ESP
14405,CUB
14406,COL
14407,COL
14408,ARG
14409,CHL
14410,ARG
14411,USA
14412,GBR
14413,RUS
14414,UZB
14415,UZB
14416,MKD
14417,RUS
14418,PAK
14419,EGY
14420,RUS
14421,KAZ
14422,KAZ
14423,DEU
14424,JPN
14425,JPN
14426,JPN
14427,JPN
14428,JPN
14429,JPN
14430,JPN
14431,JPN
14432,BRA
14433,NGA
14434,DEU
14435,ITA
14436,ITA
14437,ITA
14438,ITA
14439,NGA
14440,GBR
14441,AUS
14442,AUS
14443,CAN
14444,HUN
14445,HUN
14446,JPN
14447,JPN
14448,NGA
14449,CAN
14450,CAN
14451,ARG
14452,CUB
14453,CUB
14454,ROU
14455,ROU
14456,ROU
14457,ROU
14458,ROU
14459,ROU
14460,RUS
14461,RUS
14462,RUS
14463,RUS
14464,ROU
14465,JPN
14466,MAR
14467,USA
14468,EGY
14469,FIN
14470,HUN
14471,DEU
14472,DEU
14473,DEU
14474,DEU
14475,JPN
14476,JPN
14477,JPN
14478,JPN
14479,JPN
14480,NLD
14481,NLD
14482,JPN
14483,JPN
14484,JPN
14485,JPN
14486,NGA
14487,FIN
14488,FIN
14489,FIN
14490,USA
14491,FIN
14492,FIN
14493,NGA
14494,RUS
14495,TUR
14496,BEL
14497,BLR
14498,GRC
14499,GRC
14500,ROU
14501,BGR
14502,BGR
14503,BGR
14504,ROU
14505,BGR
14506,USA
14507,USA
14508,FIN
14509,BRA
14510,RUS
14511,RUS
14512,RUS
14513,RUS
14514,KAZ
14515,KAZ
14516,RUS
14517,RUS
14518,RUS
14519,RUS
14520,RUS
14521,RUS
14522,RUS
14523,RUS
14524,RUS
14525,KOR
14526,KOR
14527,KOR
14528,KOR
14529,KOR
14530,KOR
14531,KOR
14532,KOR
14533,KOR
14534,KOR
14535,KOR
14536,KOR
14537,KOR
14538,KOR
14539,KOR
14540,JPN
14541,USA
14542,USA
14543,AUS
14544,DEU
14545,USA
14546,DEU
14547,FIN
14548,FIN
14549,NGA
14550,AZE
14551,HUN
14552,HUN
14553,HUN
14554,HUN
14555,IDN
14556,ESP
14557,NZL
14558,USA
14559,NOR
14560,NOR
14561,NOR
14562,NOR
14563,NOR
14564,SWE
14565,SWE
14566,USA
14567,ISL
14568,USA
14569,CZE
14570,CZE
14571,USA
14572,AUT
14573,AUT
14574,ITA
14575,ITA
14576,ITA
14577,ITA
14578,ITA
14579,JPN
14580,JPN
14581,JPN
14582,JPN
14583,JPN
14584,JPN
14585,JPN
14586,JPN
14587,USA
14588,JPN
14589,JPN
14590,JPN
14591,ITA
14592,RUS
14593,ROU
14594,ROU
14595,ROU
14596,ROU
14597,ROU
14598,ROU
14599,ROU
14600,ROU
14601,RUS
14602,RUS
14603,ROU
14604,ROU
14605,ROU
14606,ROU
14607,ROU
14608,MDA
14609,USA
14610,IND
14611,AUT
14612,IDN
14613,IDN
14614,IDN
14615,GBR
14616,GBR
14617,JPN
14618,JPN
14619,JPN
14620,JPN
14621,JPN
14622,ROU
14623,DEU
14624,DEU
14625,USA
14626,AUS
14627,USA
14628,USA
14629,CAN
14630,CAN
14631,NGA
14632,CUB
14633,FRA
14634,ZAF
14635,GBR
14636,ITA
14637,RUS
14638,BGR
14639,RUS
14640,RUS
14641,RUS
14642,SVN
14643,NOR
14644,DNK
14645,JPN
14646,ROU
14647,CUB
14648,HUN
14649,RUS
14650,RUS
14651,AZE
14652,SWE
14653,CHN
14654,RUS
14655,RUS
14656,RUS
14657,RUS
14658,RUS
14659,RUS
14660,RUS
14661,JPN
14662,JPN
14663,JPN
14664,BRA
14665,JPN
14666,JPN
14667,JPN
14668,JPN
14669,JPN
14670,JPN
14671,JPN
14672,JPN
14673,RUS
14674,RUS
14675,RUS
14676,RUS
14677,RUS
14678,RUS
14679,RUS
14680,DEU
14681,PAK
14682,PAK
14683,PAK
14684,USA
14685,USA
14686,EGY
14687,SDN
14688,NGA
14689,ROU
14690,TUR
14691,DEU
14692,DEU
14693,FIN
14694,FIN
14695,FIN
14696,FIN
14697,JPN
14698,JPN
14699,FIN
14700,FIN
14701,FIN
14702,NLD
14703,SWE
14704,BEL
14705,NOR
14706,RUS
14707,JPN
14708,JPN
14709,JPN
14710,JPN
14711,JPN
14712,JPN
14713,JPN
14714,DEU
14715,ROU
14716,HUN
14717,HUN
14718,ROU
14719,ROU
14720,RUS
14721,HRV
14722,HRV
14723,RUS
14724,BLR
14725,BLR
14726,RUS
14727,RUS
14728,ROU
14729,RUS
14730,BGR
14731,ROU
14732,BGR
14733,RUS
14734,RUS
14735,RUS
14736,RUS
14737,RUS
14738,ITA
14739,BGR
14740,BGR
14741,BGR
14742,RUS
14743,RUS
14744,RUS
14745,RUS
14746,RUS
14747,RUS
14748,RUS
14749,RUS
14750,BGR
14751,RUS
14752,RUS
14753,RUS
14754,RUS
14755,RUS
14756,RUS
14757,RUS
14758,RUS
14759,SWE
14760,RUS
14761,NOR
14762,NOR
14763,USA
14764,USA
14765,USA
14766,USA
14767,USA
14768,USA
14769,USA
14770,RUS
14771,BGR
14772,JPN
14773,JPN
14774,JPN
14775,JPN
14776,JPN
14777,JPN
14778,JPN
14779,JPN
14780,JPN
14781,ROU
14782,ROU
14783,ROU
14784,ROU
14785,NGA
14786,RUS
14787,RUS
14788,CUB
14789,CUB
14790,JPN
14791,USA
14792,KOR
14793,KOR
14794,EST
14795,EST
14796,NLD
14797,POL
14798,CAN
14799,GBR
14800,GBR
14801,RUS
14802,GBR
14803,GBR
14804,GBR
14805,GBR
14806,USA
14807,USA
14808,GBR
14809,CAN
14810,GBR
14811,USA
14812,USA
14813,USA
14814,USA
14815,USA
14816,USA
14817,AUS
14818,AUS
14819,AUS
14820,AUS
14821,GBR
14822,USA
14823,AUS
14824,AUS
14825,GBR
14826,CAN
14827,JAM
14828,JAM
14829,USA
14830,USA
14831,GBR
14832,JAM
14833,BEL
14834,GBR
14835,DEU
14836,USA
14837,USA
14838,DEU
14839,DEU
14840,DEU
14841,USA
14842,USA
14843,DEU
14844,CAN
14845,USA
14846,USA
14847,USA
14848,USA
14849,GBR
14850,USA
14851,GBR
14852,NOR
14853,DNK
14854,NOR
14855,DNK
14856,DEU
14857,SWE
14858,USA
14859,USA
14860,USA
14861,USA
14862,LUX
14863,LUX
14864,USA
14865,USA
14866,HUN
14867,IND
14868,IRN
14869,USA
14870,USA
14871,DEU
14872,USA
14873,IND
14874,IND
14875,GBR
14876,USA
14877,USA
14878,USA
14879,RUS
14880,DEU
14881,USA
14882,USA
14883,USA
14884,USA
14885,USA
14886,USA
14887,USA
14888,USA
14889,NOR
14890,GBR
14891,CZE
14892,CZE
14893,IRN
14894,DEU
14895,DEU
14896,DEU
14897,USA
14898,SWE
14899,NOR
14900,NOR
14901,NOR
14902,DEU
14903,DEU
14904,AUS
14905,DEU
14906,DEU
14907,DEU
14908,DEU
14909,DEU
14910,NOR
14911,DNK
14912,DNK
14913,DNK
14914,SWE
14915,SWE
14916,ISL
14917,FIN
14918,FIN
14919,FIN
14920,FIN
14921,DEU
14922,CZE
14923,DEU
14924,SRB
14925,POL
14926,POL
14927,DEU
14928,IRN
14929,FIN
14930,BRN
14931,GBR
14932,GBR
14933,NGA
14934,GBR
14935,GBR
14936,GRD
14937,GRD
14938,USA
14939,USA
14940,USA
14941,USA
14942,USA
14943,USA
14944,NGA
14945,GBR
14946,GBR
14947,GBR
14948,GBR
14949,USA
14950,GBR
14951,USA
14952,CAN
14953,USA
14954,GBR
14955,USA
14956,EST
14957,MNG
14958,NOR
14959,NOR
14960,DEU
14961,CZE
14962,CZE
14963,BRA
14964,BRA
14965,BRA
14966,KOR
14967,KOR
14968,KOR
14969,KOR
14970,KOR
14971,KOR
14972,KOR
14973,KOR
14974,KOR
14975,KOR
14976,KOR
14977,PRK
14978,KOR
14979,PRK
14980,KOR
14981,KOR
14982,KOR
14983,KOR
14984,KOR
14985,KOR
14986,KOR
14987,KOR
14988,FIN
14989,DEU
14990,DEU
14991,POL
14992,BRA
14993,CHE
14994,AUT
14995,POL
14996,POL
14997,ITA
14998,NLD
14999,RUS
15000,CZE
15001,HUN
15002,CZE
15003,CZE
15004,SVN
15005,SWE
15006,USA
15007,NLD
15008,DEU
15009,DEU
15010,IND
15011,NLD
15012,NLD
15013,NLD
15014,DEU
15015,NLD
15016,GBR
15017,NOR
15018,NOR
15019,NOR
15020,NLD
15021,NLD
15022,BEL
15023,SWE
15024,SWE
15025,SWE
15026,SWE
15027,DNK
15028,SWE
15029,SWE
15030,SWE
15031,SWE
15032,SWE
15033,FIN
15034,SWE
15035,USA
15036,USA
15037,USA
15038,CZE
15039,FRA
15040,FRA
15041,DEU
15042,DEU
15043,DEU
15044,DEU
15045,DEU
15046,DEU
15047,DEU
15048,BRA
15049,BRA
15050,DEU
15051,CAN
15052,CAN
15053,GBR
15054,POL
15055,CZE
15056,SWE
15057,SWE
15058,THA
15059,AUS
15060,SWE
15061,FIN
15062,FIN
15063,FIN
15064,FIN
15065,FIN
15066,FIN
15067,FIN
15068,FIN
15069,USA
15070,GBR
15071,GBR
15072,GBR
15073,GBR
15074,GBR
15075,GBR
15076,CZE
15077,DEU
15078,LTU
15079,DEU
15080,FIN
15081,POL
15082,USA
15083,USA
15084,USA
15085,USA
15086,BRA
15087,BRA
15088,USA
15089,FIN
15090,DEU
15091,RUS
15092,FRA
15093,IRN
15094,ARM
15095,GBR
15096,GBR
15097,FRA
15098,FRA
15099,LKA
15100,BRA
15101,USA
15102,NLD
15103,NLD
15104,NLD
15105,FRA
15106,POL
15107,CAN
15108,FRA
15109,USA
15110,FRA
15111,FRA
15112,FRA
15113,FRA
15114,FRA
15115,FRA
15116,GBR
15117,GBR
15118,NOR
15119,BRN
15120,USA
15121,POL
15122,POL
15123,POL
15124,POL
15125,NZL
15126,USA
15127,GBR
15128,USA
15129,USA
15130,USA
15131,GBR
15132,CHE
15133,CHE
15134,HRV
15135,KEN
15136,USA
15137,CZE
15138,POL
15139,GBR
15140,DEU
15141,HUN
15142,HUN
15143,HUN
15144,HUN
15145,USA
15146,USA
15147,USA
15148,USA
15149,USA
15150,GBR
15151,USA
15152,CAN
15153,CAN
15154,USA
15155,CAN
15156,USA
15157,USA
15158,USA
15159,USA
15160,NLD
15161,DNK
15162,DNK
15163,NOR
15164,DNK
15165,DNK
15166,NOR
15167,DNK
15168,NOR
15169,DNK
15170,AUS
15171,AUS
15172,DNK
15173,DNK
15174,USA
15175,USA
15176,NOR
15177,USA
15178,DNK
15179,DNK
15180,DNK
15181,DNK
15182,DNK
15183,DNK
15184,DNK
15185,DNK
15186,DNK
15187,NOR
15188,DNK
15189,DNK
15190,DNK
15191,DNK
15192,DNK
15193,DNK
15194,DEU
15195,KOR
15196,KOR
15197,KOR
15198,KOR
15199,KOR
15200,KOR
15201,KOR
15202,KOR
15203,KOR
15204,KOR
15205,KOR
15206,KOR
15207,KOR
15208,KOR
15209,KOR
15210,KOR
15211,KOR
15212,KOR
15213,KOR
15214,KOR
15215,KOR
15216,KOR
15217,KOR
